Text	Top5%	Emoji_1	Emoji_2	Emoji_3	Emoji_4	Emoji_5	Pct_1	Pct_2	Pct_3	Pct_4	Pct_5
@USER @USER @USER @USER @USER @USER They can’t. His a sheep. Just follow along with fake news and put everyone who can think for themselves as KKK. Antifa wannabes	0.318724732846	33	32	55	22	50	0.0936537	0.0716569	0.0601964	0.0563577	0.03686
@USER HYPOCRITE!! You run a commercial about ur support for gun control &amp; protecting kids showing ur kids. Really! U support ABORTION. What’s the difference in that and a gun? They BOTH KILL! @USER @USER @USER @USER @USER	0.615310262889	32	55	37	19	42	0.296825	0.193106	0.0493517	0.0409923	0.0350349
5:26  you are my late night thoughts.	0.430554233491	63	61	59	8	21	0.163237	0.0981481	0.0609345	0.0550852	0.0531491
@USER Liberals like you WILL never convince us to become lazy entitled victims. But keep trying. I just feel sorry for your son. Having to be raised by someone who will only impart him with the mindset of self-hate and victim-hood.	0.321726944298	22	27	33	50	34	0.0948643	0.0623686	0.0607677	0.0520367	0.0516897
"\""@USER @USER Don't need to make it any more obvious how desperate you are...your replaced\""\"" comment was enough indication of where your prejudices and xenophobic views stem from...\""\""\"""	0.30252237618	16	38	24	50	54	0.0851518	0.0795956	0.0523183	0.0445072	0.0409495
@USER First Man movie is an accurate metaphor for the NWO Globalist Left--they give you enough to make you believe they're truthful unless you have educated yourself!	0.406831309199	33	50	53	54	40	0.168087	0.0901092	0.0554858	0.0477299	0.045419
@USER @USER ~ a friend of both myself and your father. So she is safe to talk to.”	0.301514033228	33	7	24	47	53	0.0862106	0.0581035	0.0576387	0.0507185	0.0488427
@USER you are LITERALLY so woke and sexy	0.424309052527	4	23	50	36	9	0.197189	0.0722819	0.0655659	0.0512653	0.0380068
@USER hey Samsung on your website you declined me. 2 times for credit I can afford your phone without your ass this is my second one maybe next time even though I hate iPhone I'll buy iPhone so screw you	0.241375669837	50	33	54	53	7	0.070723	0.0483719	0.0440306	0.0399164	0.0383337
@USER @USER @USER That’s how a career in media works...people admire you. If people think you’re a piece of shit you won’t make it far.	0.437949195504	40	33	32	58	30	0.154386	0.130637	0.0613244	0.0463313	0.0452712
@USER Shame she is noting but professionalism she has one and day and everyone wants to judge	0.263756182045	22	32	55	27	1	0.0657101	0.0628504	0.0621261	0.0374784	0.0355911
@USER @USER You are a disgrace	0.363022521138	38	32	39	55	56	0.0936598	0.0765061	0.0719542	0.0691527	0.0517497
@USER @USER It's her choice her life...why would you want someone at your wedding if they don't want to be there. At least she is being honest .	0.298892706633	26	50	0	54	22	0.100917	0.0771205	0.0463346	0.0389906	0.0355304
@USER @USER @USER @USER Wtf do you think antifa means	0.330032765865	0	51	32	55	12	0.0928339	0.0657803	0.065	0.0545979	0.0518207
.@USER oldest son of President Ronald Reagan—lays out the case for why 'Conservatives Should Back #NetNeutrality' URL No wonder why over 80% of Democratic AND Republican voters oppose the FCC's repeal! Call Congress today: URL	0.382027037442	32	55	22	33	50	0.120064	0.071892	0.0638116	0.0635637	0.0626955
"\""@USER @USER There is no clear relationship between strict gun control legislation and homicide or violent crime rates.\""\""  Interesting phrasing. And for that particular question Swearer goes overwhelmingly international to disprove a correlation.\""\""\"""	0.314288567752	42	24	16	38	47	0.0928855	0.0784077	0.0651494	0.0434561	0.0343898
"\""@USER @USER @USER @USER @USER @USER Funny how often you see criticism of federal polices and some writes  both the conservatives and the liberals\""\""\""\""\"""	0.538394968957	24	16	47	33	53	0.19701	0.127488	0.111038	0.0514984	0.0513605
@USER I’m jealous	0.356184996665	5	29	2	27	34	0.0848602	0.0762683	0.0683158	0.0652466	0.061494
@USER @USER You are out of you damn mind! Feinstinkle had this band then leaked it! She took a lie detector test and hired a lawyer last month! She is accusing a judge of a crime that is 35 years old with no proof! Ruining a mans life over an accusation with no proof you STFU	0.4100319352	32	55	37	19	12	0.162581	0.116584	0.0524673	0.0483905	0.0300098
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why are we engaging a brit antifa again? I lost track.	0.435249235481	33	63	31	44	13	0.135953	0.0953564	0.0944353	0.0596103	0.0498941
@USER Convincing conservatives (loosely defined) to have this change of mindset is definitively crucial to win. And the change will come regardless anyway...it's just a matter of it it will come before it's already too late.	0.297388598323	33	22	50	62	7	0.10018	0.0664123	0.0602125	0.035983	0.0346006
@USER @USER Guess what Chicago kids go theu this shit every day and they have the strictest gun control around!	0.348198648542	42	32	0	55	54	0.175142	0.053305	0.0438631	0.0420153	0.0338736
@USER @USER #Liberals believe rules are for the Middle Class and those hoping to join them.  #ethics #friendsandfamily  #cdnpoli #lpc @USER  @USER @USER	0.329442337155	33	50	54	57	58	0.108084	0.0841849	0.0493587	0.0463381	0.0414764
@USER Police your own first right?   You see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public. She is an extremely public figure and he is using a similar platform.	0.296306937933	22	25	27	32	62	0.125137	0.0481547	0.0425935	0.0405934	0.0398285
"\""@USER @USER @USER Socialism once its implemented has historically had only one effective stop measure and that has been civil war. Knowing that the force/reasoning behind gun control\""\"" becomes clear. You can have a clear picture of this process by reading Saul Alinsky's-Rules for Radicals.\""\""\"""	0.245748490095	33	32	22	55	40	0.0635334	0.0486974	0.0481378	0.0453113	0.0400686
"\""@USER Hi @USER They know Kavenaugh in =liberals out for 30 years. No one wants to mention this. ITS BIG. You should send it out to your 'tree'. I've been away and don't have many followers. Could stir up a 'kick-back', might make a difference. Principal's rock solid. Please retweet\""\""\"""	0.282872311771	50	33	16	10	7	0.0827354	0.0530823	0.0512568	0.0484851	0.0473126
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER What role does gun control play on school safety?	0.399606768042	42	50	54	33	53	0.112958	0.10547	0.0840132	0.0544816	0.0426839
@USER @USER @USER I really think he is mentally ill. Why does his family not address the issues? Maybe Jared did with the op-ed?	0.338128037751	22	27	39	12	34	0.108829	0.0629922	0.0589492	0.0540324	0.0533257
@USER @USER @USER There’s definitely a feedback loop which is now even warping perceptions within the movement. Labour factions often hate each other more than the conservatives	0.430743180215	32	50	55	33	22	0.12983	0.0813056	0.0765962	0.0742884	0.0687225
@USER Yeah she is and oh I’m working that day but we will plan it!	0.30709342286	7	10	53	33	16	0.0772802	0.0659876	0.0640693	0.0498782	0.0498781
In a heartbeat 💗 🇺🇸 #MAGA #KAG Absolutely! URL	0.235904335976	24	47	61	8	33	0.0551235	0.0519491	0.0435771	0.0431254	0.0421291
@USER But he is still fucked up for not respecting LGBTQ	0.198606800288	32	22	0	55	50	0.0448428	0.041948	0.0398673	0.0368896	0.0350591
@USER Absolutely. He is very special.	0.356406256557	33	7	50	53	16	0.0919844	0.0807717	0.0791807	0.0534348	0.0510346
"\""#FarRight @USER #Leader @USER #QuoteoftheDay My deal or no deal\""\"" how's about #NoTrust #NoConfidence your party is a #CrimeSyndicate even a #mafia investigator has stated on public record #ToriesOUT #CriminalsinUniform #CriminalsOutofNumber10 #GE2018 #GTTO\""\""\"""	0.367122970521	24	16	47	33	38	0.121307	0.119452	0.0548278	0.0378311	0.0337049
@USER @USER I'll defend him. I think the CA professor is a lying liberals pile of horse dung. There.	0.429635435343	32	55	58	50	33	0.128171	0.123101	0.0728607	0.0617194	0.0437835
@USER Holy shit- how brainwashed can ya be?	0.351762790233	12	0	20	49	50	0.15263	0.0598472	0.0550061	0.043565	0.0407149
@USER Thank you she is a gentle soul xxx😘😘😘❤️❤️❤️ URL	0.343057505786	21	63	60	8	59	0.0811093	0.0761477	0.0757578	0.0555458	0.0544969
@USER Yea Jeff should go. Antifa is a terrorist organization	0.258055232465	32	55	19	0	25	0.0778641	0.0621684	0.0412485	0.03877	0.0380043
@USER yeah he had to go back to the faerie world to handle shit there	0.236099593341	0	51	3	20	35	0.0730315	0.047454	0.041349	0.040072	0.034193
@USER even he is conceding his own spot. URL	0.315526608378	33	50	40	54	53	0.0922162	0.0845073	0.0465127	0.0464631	0.0458274
@USER @USER @USER The ultra left thugaratti are no joke either.  Let’s together condemn both.  Antifa? Colleges that riot over Ben Shapiro speaking?  I definitely condemn any threats against her.	0.302436288446	54	50	32	44	55	0.0708134	0.0686095	0.0634742	0.0514703	0.0480689
@USER @USER @USER You just make the numbers up now don't you	0.319550927728	0	50	51	38	14	0.0820205	0.0719873	0.0651708	0.051861	0.0485113
"\""@USER Honestly, right after the election I still hoped that Trump would prove to be a secret Democrat\""\"" (on at least some issues) and that it would be conservatives who were mad and depressed by this point in his presidency.  Obviously I was wrong.\""\""\"""	0.281639106572	16	33	24	27	22	0.091728	0.0665725	0.0551896	0.0349143	0.0332347
@USER I'm honestly not surprised coming from the school you are in. Why would you be vaping. I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.	0.324987929314	19	25	1	0	51	0.0758463	0.0745703	0.0687202	0.0590046	0.0468465
@USER Love you endlessly ally 💞 #AskAlly what should I do to help my mom while she is in hospital any advice	0.383135020733	59	8	34	46	60	0.0972413	0.0843498	0.0718522	0.0653675	0.0643242
@USER Go away already!	0.404202092439	55	32	38	58	19	0.118376	0.0896754	0.0855009	0.0598066	0.050843
@USER @USER @USER @USER @USER I just spoke with ANTIFA and BLM. They said you lied.	0.345263991505	32	34	55	25	22	0.0878992	0.0746476	0.0736667	0.0560549	0.0529955
@USER NEITHER DOES ANTIFA OR BLACK LIVES MATTER OR ANY OTHER SOROS FUNDED GROUPS	0.217960055918	22	50	25	62	19	0.0647979	0.0470078	0.0391118	0.0347827	0.0322599
@USER @USER @USER @USER @USER notice his expression. He didnt know who it was or intentions. Security behind urged him to walk away. He is a great spirited man.	0.368885286152	33	47	8	21	53	0.1141	0.0777406	0.0668706	0.0576577	0.0525163
@USER World need much much more of this. Antifa are venom.	0.192829851061	50	34	33	44	62	0.0483908	0.0375221	0.0365607	0.0354283	0.034928
@USER I do not support Trump. He is an abomination!	0.386648692191	32	55	56	39	52	0.118372	0.106089	0.0720006	0.0477686	0.0424191
@USER @USER When exactly did you adopt Malam? You have a catalog of articles as plain old Bolaji &amp; became Malam because of politics &amp; you are pleading facts here. Please	0.310737732798	32	53	55	50	54	0.0811228	0.0697328	0.0684042	0.0480384	0.0434395
@USER Omg he is!!!!! I fucking hate Dale!!!!!!	0.569041281939	32	55	37	3	29	0.259324	0.137503	0.0731639	0.0503553	0.0486945
@USER @USER @USER @USER Point is they are trying to make a statement. And (some) trump chumps are guilty of much worse than anything antifa has done in the goal of trying to make a statement	0.351327262819	32	62	22	50	33	0.0998099	0.0657154	0.0634947	0.0631469	0.0591604
@USER @USER Please Declassify Information so American people will know the TRUTH! For Transparency!! #BlueRipple #KatesWall  #OBAMASPYGATE #NoAmnesty #NoDACA #MAGA	0.305027257651	21	33	61	54	17	0.108754	0.0676659	0.0513145	0.0390291	0.0382634
@USER He will never live this down! You know he is furious! Can U imagine what world leaders will be thinking when they meet him‼️😱	0.358201000839	32	55	58	50	54	0.149131	0.0885875	0.0435676	0.0386685	0.0382466
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Some volient actions are done to defend one self. Antifa goal is to stop bank monopoles on our nations.	0.435249235481	33	63	31	44	13	0.135953	0.0953564	0.0944353	0.0596103	0.0498941
@USER @USER The name alt right is to make people think its a right wing group.just like ANTIFA that are fascist. BLM that really to they all black lives dont matter.	0.246679790318	33	50	22	53	54	0.0623575	0.0603329	0.0440791	0.0440697	0.0358406
@USER Obama speaking unrestrained for more than 5 minutes....Trump couldn't have asked for a better gift and gun control Democrats just shot themselves in the proverbial foot URL	0.38489215821	32	55	42	22	33	0.140621	0.0961314	0.0621575	0.0482534	0.0377288
@USER @USER @USER Most mass shooters are liberal white men. We should have liberal control not gun control.	0.363199006766	42	50	54	33	44	0.137855	0.0724182	0.0513513	0.0513493	0.0502256
@USER aaaaaaaaa that’s so exciting!!! the majority of my friends are in second year at this point so the blow i’m about to receive from moving to a whole ass other country hasn’t hit yet.... i’m doing film studies because i hate myself apparently :/ wbu babie	0.253362827003	53	10	28	62	49	0.0718773	0.0514148	0.0457843	0.0454881	0.0387982
@USER You are a disgrace go home you are not the President anymore. You are breaking tradition of the former President stepping aside. This is no longer Obama’s country this country belongs to We The People not your sheeple #MAGA @USER	0.507904939353	32	55	34	46	56	0.161353	0.114293	0.103802	0.0865843	0.0418734
Please #retweet 👍  Please #share 😄  #thankyou 🙏  #love #share #life #money #crowdfunding #gofundme #monsterfunder @USER  Please #support ex dem fervent MAGA  🇺🇸  #donate here #today:   ⬇️ URL	0.352068200707	21	47	61	63	18	0.107538	0.063376	0.0617284	0.0610704	0.0583557
@USER Accuser actually needs to be investigated. It’s interesting she whiped all her social media accounts. Was she an ANTIFA member?	0.294650256634	50	41	54	53	0	0.0665102	0.0609124	0.058646	0.0551617	0.0534199
@USER @USER Hillary hasn’t ever left the convo of any Trump lover. She is their answer to the exposé of every despicable Trump lie they swallow.	0.388834718615	32	55	54	44	50	0.137736	0.0970652	0.0542063	0.0541891	0.0456377
@USER Cuts to policing over the last 10 years under the Conservatives which the police warned would be detrimental is an important factor. A lack of youth centres and play schemes is another factor.	0.484663087875	32	55	22	33	62	0.22917	0.129463	0.054186	0.0367836	0.0350607
@USER @USER @USER @USER @USER Please TX don’t elect this fake Conservative. He is bought &amp; paid for with Soros money. So many unethical things in his personal history!	0.452745892107	32	55	34	22	27	0.178095	0.118948	0.0637383	0.0494167	0.0425476
**Available Position** Teacher - Special Education Mild/Moderate If you are interested/qualified apply at the link below: URL URL	0.311494238675	63	33	50	7	53	0.0790206	0.0741442	0.0552535	0.0527919	0.050284
@USER Sorry...nothing but a setup to try and appease the Socialist Democratic Wacked Out Liberals. We are not stupid	0.348920401186	32	55	54	50	62	0.115344	0.103182	0.0459722	0.0448644	0.0395578
I am all in. #MAGA #WWG1WGA URL	0.315533384681	57	33	31	58	17	0.0944331	0.0665492	0.0585188	0.0570001	0.0390322
@USER FOLLOW THE MONEY 💰	0.283787999302	13	44	31	57	41	0.0806744	0.0629597	0.0590955	0.0435483	0.0375102
@USER Every politician should surrender their passports to show their faith in @USER  @USER @USER @USER @USER	0.347420506179	33	50	21	58	57	0.118739	0.0716037	0.0577494	0.0501832	0.0491451
@USER Lmao that's awesome	0.47704192996	33	40	0	53	6	0.123666	0.0963846	0.0945332	0.0843218	0.078136
@USER @USER We all know this is another Liberals Corruption!!	0.453063298017	32	54	55	50	58	0.124709	0.117033	0.0934614	0.0792948	0.0385659
@USER @USER Seemed bona fide to me when I did a quick check before using it (after nicking it from a tweet I saw). For instance; URL	0.376842815429	50	33	54	53	7	0.100709	0.0890336	0.0817406	0.0692939	0.0360657
@USER LEGIT TWEETED 30 SECONDS AFTER THIS WHAT THE-	0.352184426039	51	0	12	41	20	0.093526	0.0926584	0.0710782	0.0552182	0.0397036
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You stated the 1994 AWB was constitutional. I asked you to provide the SCOTUS case.   The response about the alleged support for gun control to that is a complete non sequitur.	0.340729981661	33	54	50	32	53	0.114861	0.0665633	0.0619772	0.0504733	0.0468549
@USER @USER So take him to court	0.264325670898	50	0	54	44	51	0.0728669	0.059507	0.0445357	0.0443859	0.0430302
"\""Anti-Trump Activists Want DC Trump Hotel’s Liquor License Revoked\""\""  URL #TCOT #MAGA #RedNationRising\""\""\"""	0.497727323323	24	16	11	31	47	0.178323	0.151219	0.0572514	0.0565876	0.0543458
@USER Don't you have to weigh under 200 lbs to be considered a 'porn star'?	0.35668490082	50	54	22	12	0	0.0974156	0.0803064	0.0695111	0.0606967	0.0487551
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Be sure to use lots of butter!	0.475255332887	33	50	53	54	23	0.142152	0.123337	0.0765962	0.0755382	0.0576314
@USER @USER @USER @USER Bank deregulation happened under Gordon Brown with his dramatic changes announced in 1997 (not in manifesto) including independent central bank and removal of @USER supervision of financial sector. How old are you? Who taught you this rubbish version of history?	0.436879400164	32	33	50	55	54	0.131911	0.0917158	0.0830722	0.0712851	0.0588957
@USER @USER Why does every gathering of liberals look like something I wish I had not seen?	0.26309498772	22	0	12	25	34	0.0720123	0.0570707	0.0463022	0.0453905	0.0423193
@USER You should still feel really good about your team though. Going into it why would you have switched them out? It wouldn’t have made sense. You made the right decision and you are probably still gonna win anyways	0.27410922572	33	50	58	54	53	0.0885955	0.0785828	0.0405428	0.0332317	0.0331565
@USER They are hoping all over it. But then they are probably the biggest crowd of racist bigots in the country they back antifa	0.309783000499	32	55	22	19	62	0.102256	0.0739548	0.0515829	0.0420468	0.0399424
@USER @USER @USER @USER @USER Monkeys have been used for centuries to dehumanize black people but none of that has anything to do with the 5th largest economy in the world and a 9 billion surplus. Everything else you are saying is nonsense. Againtske your L and leave	0.403518546373	28	32	55	49	62	0.142278	0.0959925	0.0653017	0.0530515	0.0468949
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I make a deliberate choice not to discuss my lived experience of social security and any work and solidarity   with people affected.	0.465014297515	50	33	54	53	62	0.171816	0.102682	0.0848699	0.0564412	0.0492046
@USER He is	0.200598232448	4	9	50	0	51	0.0778745	0.0335598	0.0303867	0.0301487	0.0286285
@USER @USER Omg!!! A good guy is now evil!!!! Same thing happening is America!!! The Globalist world leaders with all their money would have us believe what is evil is good and what is good is evil!! I’ve read that in the good book!!  For the end time!!!!	0.384051419795	32	55	12	44	34	0.150257	0.0927972	0.0534883	0.0454176	0.0420915
@USER @USER He’s by far SC’s best option. I don’t want anyone else to start. It’s just the reality of who he is.	0.25760949403	50	22	27	54	34	0.0792593	0.0643609	0.0402226	0.0384712	0.0352955
@USER @USER why do you identify as antifa if you're transphobic?	0.329949770123	50	54	0	41	12	0.0911636	0.0813242	0.0634836	0.0505248	0.0434536
@USER Funny how I never get asked to vote in any of these FAKE polls	0.287164263427	0	20	25	28	19	0.0903783	0.0567933	0.0499755	0.0460408	0.0439764
@USER @USER Saddest thing I've read today is conservatives claiming Kavanaugh's presumed innocent. Wrong. This is a confirmation hearing where HE has to prove HE has the character to sit on the highest court for life. This isn't a criminal trial. - Tim Koontz	0.505822367966	34	27	32	22	55	0.161866	0.102762	0.0951791	0.0745003	0.0715157
@USER Then I'm as crazy as you are cause I believe the same outcome will happen this Sunday 49ers 27 KC 17 Niners baby👍👊	0.244675815105	54	50	47	61	8	0.0626851	0.0617574	0.0417444	0.0414494	0.0370394
@USER @USER You are just looking at the price...	0.342570722103	50	12	54	41	25	0.102967	0.0758874	0.065739	0.0515442	0.0464327
@USER @USER 😂😂😂😂 this is comical!! They think they are really doing something! When really they're just getting laughed at.	0.323770489544	0	53	54	55	32	0.092428	0.0753877	0.0625921	0.0481531	0.0452096
@USER @USER Oh shit the mafia have finally found me	0.297539386898	0	17	40	41	20	0.0676672	0.065485	0.0560351	0.0559779	0.0523743
@USER @USER Never heard of this guy.	0.335513606668	12	25	22	41	0	0.0910791	0.076423	0.0623587	0.0535544	0.0520984
@USER @USER @USER Why do some conservatives blindly follow a fascist?	0.320537921041	50	54	22	0	12	0.0862927	0.0637532	0.0634638	0.0623938	0.0446344
@USER Goodell is the worst commissioner of any sport from any time in history	0.341518841684	39	32	55	42	52	0.0996116	0.0843349	0.0572075	0.055347	0.0450178
.@USER please do everyone a favor and delete this false thread and your account while you are at it.  URL	0.244133446366	21	46	32	34	33	0.0781733	0.046352	0.0442798	0.0379717	0.0373567
"\""@USER @USER @USER Listened\""\"". They don't give a shit about what the fans think. All they're doing is counting their Fox money.\""\""\"""	0.341668132693	16	24	33	47	38	0.101084	0.0991532	0.0511988	0.0509075	0.039325
@USER You were made a fooln of last night by Kavanaugh so like a spiteful child seeking attention youngo on your wide eyed rant. You are an embarrassment to the chamber and this country	0.247727714479	32	55	28	50	54	0.059745	0.055911	0.0464233	0.0445453	0.0411031
@USER  Good- that soundtrack you DMed me with was fire as fuck and I still listen to it often💪🏽 Bad- My tracks are better😭 (joking I’m shit)	0.368320662528	33	48	11	6	50	0.0997906	0.0991513	0.0761344	0.0491253	0.0441191
#serenawilliams yes she should be boycotted.  She is a nasty bit of work.	0.352549064904	39	52	55	32	56	0.136645	0.0706848	0.0607069	0.0517513	0.0327607
@USER @USER @USER @USER @USER Amazing what a good leader can do  ......wising up Ontario .....does a lot for your image.....instead of being .... Losing Liberals	0.466211061925	33	50	54	53	22	0.149503	0.129063	0.0942796	0.0576736	0.0356925
"\""@USER Maybe she NEVER BELIEVED in it. Maybe she just USED &amp; FOOLED too many in the West who were TOO desperate looking for a beacon\""\"" for their own calculative agendas. And all the while, she bided her time and calculated ... until she got to where she is now, and so her TRUE COLOURS.\""\""\"""	0.309422746301	11	24	41	48	46	0.0919961	0.0846898	0.0516828	0.0406023	0.0404518
Krav Maga Defcon Wuppertal @ Body Masters URL	0.199156008661	57	58	34	6	31	0.0840482	0.0314805	0.028554	0.0278619	0.0272115
@USER Dear @USER please understand he is not doing anything except saving ur and mine money. If he had used our tax money wisely our children would have been in government schools. Her wife would have got treatment here. His own sons would have been standing with him.	0.344762049615	32	55	34	21	50	0.109221	0.0720066	0.0588396	0.0546688	0.0500256
@USER #QAnon devotees only:  The shooting at Sandy Hook elementary school in 2012 was a hoax or false flag to curry favor for gun control	0.418422631919	42	32	55	33	54	0.213404	0.0734013	0.0551925	0.0397205	0.036704
@USER @USER So we should cater to Collins and Murkowski and only do what they approve. Abandon what conservatives want and then expect them to vote for you anyways. That is insanity.	0.320608355105	33	22	50	32	55	0.0884111	0.0639443	0.0623369	0.0589151	0.047001
@USER @USER @USER @USER Q said to expand our thinking. This is what I came up with. I hope I put it in a graphic people can understand. #QAnon #GreatAwakening #PatriotsFight #WeThePeople #UnitedWeStand #KAG #MAGA #WakeUp #WalkAway #RedOctober URL	0.278719674796	50	33	21	54	53	0.0689014	0.0623831	0.0564079	0.0476476	0.0433797
@USER Sir. The Governor House Lahore will be used as a museum and a art gallery. You are the minister for Information and Culture. Please take some measures to protect the place from filth and damage caused by our ignorant public. URL	0.550269089639	21	33	7	50	53	0.16058	0.145397	0.0947898	0.0828883	0.0666135
@USER @USER So let me get this straight they want us to hold off on the confirmation hearing for what? Polygraph is inadmissible. All to hear he said she said? Ford signs paper in trump case against illegal separations? And Cavanagh has just about every woman stating he is honorable. Vote ye	0.253328278661	32	55	50	33	21	0.0682347	0.0526039	0.0469841	0.0437272	0.0417783
@USER do u have yuzusft face mod? i want it but i cant dl :o	0.417720038444	24	47	34	27	46	0.186782	0.0773094	0.0602431	0.0496281	0.0437572
@USER @USER And most Hillary supporters are racist liberals.	0.392013523728	32	55	50	33	54	0.134618	0.0847921	0.066614	0.0602646	0.0457248
@USER @USER Nothing was stolen. Crybaby liberals didn’t get what they wanted so they’ve been throwing temper tantrums for 2 years.	0.424331285059	32	55	37	19	22	0.166924	0.120756	0.0556593	0.0408888	0.040103
"\""@USER @USER @USER I hear the words well, but I have no faith\""\"" - As far as I know, she is a co-founder of a right-wing Islamic youth association, whose policy can certainly be regarded as a forerunner of islamic-extremism.  Dear Mr. Grenell,  let us hope that you are right in your assessment!\""\""\"""	0.434697249904	24	16	47	5	38	0.195923	0.123512	0.0662446	0.0245721	0.024446
@USER @USER It’s up to the Pres he has all the facts	0.301534578204	50	33	31	17	40	0.0874143	0.067932	0.0497579	0.0482578	0.0481727
@USER Not manly enough for the guy hiding behind a fake name and profile pic. Are we betas or violent AntiFa thugs? You guys can't seem to make up your minds.	0.271542552859	22	54	50	0	25	0.082004	0.0559238	0.0529488	0.040371	0.040295
@USER @USER A security specialist deflected TO the Conservatives? I don't know how to take this.	0.381931815296	22	12	20	62	25	0.109981	0.0872041	0.0652942	0.0623545	0.057098
@USER Oh shit this will trigger some bigots	0.388491697609	42	41	12	51	0	0.187071	0.0630299	0.0532404	0.0430771	0.0420736
@USER I'll lock yo sorry ass down 🤗	0.321514822543	58	44	38	37	56	0.121686	0.0554776	0.0550046	0.0450739	0.044273
@USER Many liberals are. Male and female! Lol 😆	0.348428159952	54	50	53	33	0	0.118881	0.0860615	0.0630318	0.0480205	0.0324331
A new bill aims to send masked Antifa activists to jail for 15 years @USER URL	0.301050493494	40	33	32	57	53	0.10547	0.0897527	0.0425728	0.0329505	0.0303044
.@USER will serve the interests of Washington Liberals like @USER and @USER @USER will represent conservative Kentucky values. #TooLiberalForNKY URL	0.44842088595	33	50	58	53	31	0.228716	0.077054	0.0512423	0.0479068	0.0435022
@USER Untrue! &amp; You are valuable.	0.264564342797	50	33	58	54	53	0.0768147	0.0623585	0.0463724	0.0414882	0.0375305
"\""@USER Actually, it was Hitler who patterned his style after the Democrats in America,  Hey! That's what we should do\""\"" and he did.\""\""\"""	0.449512567371	24	16	47	38	11	0.164257	0.125699	0.0676549	0.0532259	0.0386755
@USER   NO ONE needs hunting in Canada Spread the word.There is no place in a civilized society for rifles and shotguns.The Coalition for Gun Control has 200 associations behind us to support and the Liberals. In the name of the safety of our kids Mr Blair ban those guns.	0.453108161688	42	32	55	33	50	0.171865	0.106265	0.0735055	0.0599283	0.041544
@USER @USER What new gun control laws would you like to see passed and what would they accomplish?	0.351098828018	42	50	41	53	54	0.149593	0.0583365	0.0560864	0.0475307	0.0395525
@USER It's a red zone with no TDs.	0.226572249085	56	12	25	50	19	0.0554228	0.0498382	0.0421523	0.040451	0.0387079
... a bunch of self-aggrandizing liberals in fancy dresses mocking Trump.” Except for the fancy dresses, sounds a lot like the Dems who are trying to lynch Kavanaugh... #politics #MeTooWitchhunt URL	0.36732583493	22	25	62	54	12	0.118937	0.0765524	0.0610388	0.0600999	0.0506981
And the Bull$hit just keep coming. So we're expected to just accept these allegations for their face value. The left swamp plot thickens. We need to out the offenders once and for all. #ConfirmKavanaugh #MAGA URL	0.215297996998	32	34	55	21	37	0.0502128	0.0494541	0.0407961	0.0382096	0.0366254
@USER If you showed the videos of the immoral and wrong rioting of Antifa scumbags to them they would be disgusted. Show them this tweet of yours and moreso too.	0.44603728503	32	55	39	33	58	0.187084	0.101866	0.0618481	0.0604585	0.0347808
#WillieNelson laughs at conservatives on #TheView for suddenly being outraged by his support of #Democrats URL	0.268169648945	0	53	32	55	33	0.0697794	0.053376	0.0533058	0.0506481	0.0410604
.Drew your cat gorl while at work and while you are streaming :D  @USER URL	0.512706954032	24	47	16	63	33	0.278704	0.117737	0.0412018	0.0400781	0.0349865
@USER Look at this chill as fuck bearded dragon URL	0.317332405597	31	0	51	3	6	0.0795851	0.0762746	0.067076	0.0488983	0.0454983
@USER Woooow Trump voters are getting really crazy MAGA !	0.292633991688	54	12	28	62	33	0.0877673	0.0589089	0.0515471	0.0491038	0.0453069
@USER @USER Trump is maga	0.296113155782	41	39	54	31	33	0.0645772	0.0642583	0.0629708	0.0546698	0.0496371
@USER @USER Tomorrow night you get dropped @USER @USER will make sure he is not robbed again  you fraud	0.366418626159	58	32	44	50	54	0.143026	0.0612744	0.0571946	0.0554296	0.0494945
@USER @USER @USER Top 15!? Yes he is??	0.336702596396	50	54	33	53	12	0.0790754	0.0724237	0.0697734	0.0648106	0.0506195
@USER A whole meta joke here would be my original tweet fuckin up the calculations.	0.249991286546	0	51	19	32	30	0.0834966	0.0529201	0.0394229	0.0390015	0.0351502
@USER As he said in exchange for a 14 day jail sentence and that's the max both sides could get.	0.242842037231	42	51	0	50	19	0.0675014	0.050601	0.0493759	0.0401078	0.035256
@USER @USER More FAKE NEWS grandstanding	0.214008275419	38	50	58	56	54	0.0567021	0.0447237	0.0392031	0.0371587	0.0362207
