id	tweet_ar	tweet_en	lbl
1634	اسبوع صلاح چاهين ، <LF>الله يرحمك يا عم صلاح يا چاهين <LF>،،،،،،،،،،،،،،،،،<LF>من بين شقوق الشيش و شقشقت لك<LF>مع شهقة العصافير و زقزقـــــــت لك<LF>نهار جديد انا . . قوم نشوف نعــمليه<LF>انا قلت يا ح تقتلني .. يا ح اقــــــــتلك<LF>عجبي !!! URL	Salah week چahen, <LF> God bless you, my uncle Salah O چahen <LF> ,,,,,,,,,,,,,,,,, <LF> among the cracks and blinds you Hqhqt <LF> with Hehgh birds and I Zkzkt <LF> I am a new day. . Folk Ncov Namelih <LF> I said, O h O h .. kill me kill you. <LF> Aajabi !!! URL	NOT
1635	هو انا يا هبلة يا استهبل ضيعت اهم ورقة وحتجي في الاختبار الفاينل 🙂🙂👏🏻👏🏻	I, O is Hblh O Asthbl missed the most important paper in uPVC Anja test 🙂🙂👏🏻👏🏻	NOT
1636	يارب اذاكر يا رب اذاكر يا رب اذاكر .	O Lord, O Lord, I study, O Lord, study I study.	NOT
1637	@USER الدوري نصراوي يازعيقي يا شحاذ. وانت يا اتحادي يا حديث عهد بالبطولات الى الدرجة الاولى وراح تبلع صياح😂✋🏼	@USER League Nasraoui Aazaaiqi O beggar. And thou, O modern era of federal tournaments to first class and claimed swallow Saah😂✋🏼	NOT
1638	RT @USER: انشهد انها علينا كنّها غصّة<LF>بوسط حلوقنا يا قائد يا كاسر<LF>الكلّ ما ينساك حتّى المنصّة<LF>ياكبتنٍ حتّى سهامه كواسر<LF> #ياسر_القحطاني<LF>#ن…	RT @USER: It Anchd us but a lump <LF> O commander of the center of our throats breaker O <LF> All what ever forgets until the platform <LF> Aakptn even snipe predatory <LF> # Aasr_qahtani <LF> # n ...	NOT
1639	RT @USER: يا رب يحكيني يا رب يحكيني..<LF>هو: كيفك اليوم؟<LF>وشو خصك<LF>يا رب يحكيني مرة تانية يا رب يحكيني	RT @USER: O Lord, O Lord, Agana Agana .. <LF> is: you like today? <LF> Washoe _khask <LF> O Lord, Agana once Tanih O Lord, Agana	NOT
1640	انا ماعندي حل وسط بالنوم يا انام يوم كامل يا ما انام خير شر.	I Mande compromise sleep, my sleep, my whole day what good sleep evil.	NOT
1641	حتى لو إني منك ضايق ومجروح<LF>عليك يا خوفي و يا طول صبري..	Even if I am you Heckle and wounded <LF> you, O my fear and O length of Sabri ..	NOT
1642	RT @USER: يا الله يا فتاح يا رزاق يا كريم...افتح لنا مغاليق الاسباب والأبواب .. <LF>يا الله يسّر أمورنا ونوّر دروبنا وأدم علينا نعمك…	RT @USER: O God, O Fattah Ya Ya Karim Razak ... open our doors and locks reasons .. <LF> O God is pleased with our affairs and the light of our ways and Adam ... We graces	NOT
1643	RT @USER: أمطري بالخير و رشي يا سحابة <LF> وإطلبــي يا نفس دام الله كريم <LF>اللهم وإستجابه لكل دعاء 🙏🏻💗 URL	RT @USER: rain and good and Rashi O cloud <LF> and ask you, the same as long as God cream <LF> Oh God, and in response to each prayer 🙏🏻💗 URL	NOT
1644	RT @USER: أنا محد يستخدم معايا تلميحات يا جماعة، أنا يا تقولي الحاجة دغري من غير مقبلات يا نبهرك بغبائي 😌💦	RT @USER: I use specific hints with me, my group, I need you, tell Dgra not garnish my Nbhrk Bgbaia 😌💦	NOT
1645	ذكرى تتجدد بأستمرار يا لها من ذكرى تقطع قلبي وتفطر شوقاً لك يا ما ضحكنا سوياً يا ما ضممتني إلى صدرك الحنون يا ما أتمنى لو عادت الذكريات فقد صبرت دون جدوى فقد تكلم قلبي قبل لساني فقد إنجرح قلبي جرحاً لن يتدأوى بفراقك أيها الغالي فقد عجز اللسان أن يتكلم وعجز القلم أن يكتب بشوقي لك.	The memory of constantly renewed What a remembrance cut my heart and wrenching longing you, what we laughed together oh what Dmmtna to your chest compassionate oh what I wish back memories have been patient in vain my heart has spoken before my tongue, my heart was bruised wound that will not take any medicine Pfrack, O dear tongue was unable to He speaks and the inability of the pen to write Bhawki you.	NOT
1646	احنا قلقاس ،نصحا ع خبر حد مات ع صدمه جديده ع يا بتاع الخزين يا بصل لكن Morning Text ايه احنا بتوع الكلام دا برده😂😂☹️✋🏼 URL	Ehna taro, news Nsaha end died pf shock new O p Btaa O onions but inventories Morning Text A speech Ehna Ptoa da Brdh😂😂☹️✋🏼 URL	NOT
1647	@USER الله يسلمك يا ابو جميل يا حلو &lt;3 &lt;3	@USER God deliver you, O Abu Jamil O Sweet & lt; 3 & lt; 3	NOT
1648	الحمد لله<LF>الف مبروك يازعماء<LF> ⚽ 🐳 ⚽<LF> 🐳 💙 ⚽ 💙 💦<LF> 💦💙💦 💙 💦 💙🐳<LF> 🐳💙 مبروك يا هلال 💙💦<LF>💦💙 يا ملكـــــــــي 💙🐳<LF>🐳💙 💦💦💦💦💦💙💦<LF> 💦💙 خلي بالك هذا 💙🐳<LF> 🐳💙 المووووووووج 💙💦<LF> 💦 💙 الأزرق 💙 URL	Praise be to Allah <LF> congratulations Aazaame <LF> ⚽ 🐳 ⚽ <LF> 🐳 💙 ⚽ 💙 💦 <LF> 💦💙💦 💙 💦 💙🐳 <LF> 🐳💙 Congratulations Hilal 💙💦 <LF> 💦💙 O Royal 💙 🐳 <LF> 🐳💙 💦💦💦💦💦💙💦 <LF> 💦💙 let the mind of this 💙🐳 <LF> 🐳💙 Almowoowoowoj 💙💦 <LF> 💦 💙 blue 💙 URL	NOT
1649	RT @USER: يا اكون كل شيء يا ما اكون من البدايه اصلًا.	RT @USER: Oh be everything Oh what I will be originally from the beginning.	NOT
1650	@USER @USER <LF>الخيمة تحترق والصياح وصل لأبعد مدى يا افتراضيين يا نخنوخي بيلتشاوي مشروعاتي	@USER @USER <LF> tent burning and shouting reached beyond the extent of my hypothetical O Nknokha Beltchaoui MASHROATI	NOT
1651	اللهُم أمانينا أدخلها في رحمتك وأكرمها بعزتك وأنظُر إليها نظرةً تجبُرها بِها يا جبّار يا كَريم يا جبّار يا كَريم 🌿 URL	Oh God, our wishes introduced in mercy and Okremaa and Your glory look at it look coerces them, O mighty O, O Karim Jabbar Ya Karim 🌿 URL	NOT
1652	امي يا زينة يا طيبة يا حنينة <LF>ثورة	Mom O Accessories O good O Hunaina <LF> Revolution	NOT
1653	ترى بديت اطفش يا تجي يا اذاكر وماراح ارجع 🙂.	O you see a bidet Atefh TGI Oh and I study Marah back 🙂.	NOT
1654	بييييشي ياكبير يا أسطوري يا فخم ياكل حاجه حلوه 💛💛💛💛	Baayisha Aackbyr O legendary O luxury Haga eat sweet 💛💛💛💛	NOT
1655	يا بلادي يا بلادي<LF>انا بحبك يا بلادي	Oh my oh my <LF> I love you, my	NOT
1656	@USER التجربة المصرية اهي يا اخواننا يا بتوع الجزاير 😂😂😂	@USER Egyptian Lahi experience, O my brothers Ptoa Jazair 😂😂😂	NOT
1657	@USER ههههههههههههه يا قلعه الكؤوس يا سفير الوطن يا الملكي هههههههههههههههههههههههههههههههه	@USER Hhahahahahaha O Qal'ah cups O Ambassador of the homeland, O Royal Hahahahahahahahahahahahahahahaha	NOT
1658	منك لله يا أمين يا مصطفي الله يحرقك	You, O God, O God, Mustafa Ihrqk	OFF
1659	تكككككفى يا اولي يا غونار 😭❤ URL	Tkkkkkvy O Ole Gunnar O 😭❤ URL	NOT
1660	@USER @USER حد فيكوا عمره كلمني و ملقنيش ؟؟ رد يا خول انت و هو يا متناكين يا بتوع طنطا توسكان 😂😂	@USER @USER limit Vicoa old Kalemni and Mlguenih ?? O response and is authorized you, O my Mtnakin Ptoa Tanta Tuscan 😂😂	OFF
1661	@USER محروق من فخر العرب يا ملحد يا بتاع ميسي اليهودي	@USER Seared of pride, O Arabs, O atheist Jew Btaa Messi	OFF
1662	@USER @USER خطاك السو وما تشوف شر والف الف لا باس عليك يا طيب القلب يا حنون.<LF>صدقني حسبالي هالغياب شوية كسل على شوية تغلي وقلت اخليك على كيفك ... الف سلامة يا محمد وتتعافى سريع ان شاء الله	@USER @USER Khattak and showing Sioux evil and a thousand thousand do not dress you, O good heart, my affectionate. <LF> Believe me Hsbala Hagheiab a little lazy to boil a little and I said Okhalik as you like ... a thousand safety O Muhammad is recovering fast, God willing,	NOT
1663	@USER الطواقي ما اطولهم و لا كان اصبخ روسهم يا تفوزون يا تفوزون مافيه خيار ثالث	@USER Boaters what was not and longest Asbouk Roshm O Tvozon O Tvozon Maver third option	OFF
1664	RT @USER: هوّن يا ليل غربتنا وابعد يا ليل فرقتنا<LF>صعبان علىّ يا غزالى..🎼🎶	RT @USER: Hun O night loneliness and beyond my night our squad <LF> felt sorry on my Ghazaly..🎼🎶	NOT
1665	RT @USER: غياب الجمهور يا اداري يا متمكن لايعني عدم وقوفهم مع الفريق<LF>غياب الجمهوور هو رسالة عدم رضى عن كل مايحصل في الكره الاماراتيه م…	RT @USER: the absence of the public administrative Oh Oh well versed does not mean lack of standing with the team <LF> absence Algmehoor is the message of dissatisfaction in all the case with hatred m ... UAE	NOT
1666	لإمتى يا قلبي هتخبي وامتى يا روحي ترتاحي؟🎼 URL	Emta to my heart and my nation Htkhbay O my soul Tertahi? 🎼 URL	NOT
1667	سجل يا تاريخ سجل يا دفتر نمت يوم كامل بدون ما ابويا يصحيني فسوووة ثانية وحدة 👋	O record date of my record book grew full day without what my father Asahana Vsowoh second unit 👋	OFF
1668	@USER يا ساااااتر يا ساتر<LF>صافح الودّ قلبي يوم جيته<LF>إي والله أنشهد ❤️	@USER O Saaaaatr Ya Sater <LF> shook hands with the friendliness of my heart on Jath <LF> E God Onchd ❤️	NOT
1669	RT @USER: يا واكله محشي وحلويات يا دايخه ع مقاسك ف المحلات👌😂	RT @USER: Hey eat sweets stuffed O Daikh p P your size Mahlat👌😂	NOT
1670	@USER عن سعيد بن المسيب رحمه الله: \" لا تقل لصاحبك يا حمار ، يا كلب ، يا خنزير ، فيقول لك يوم القيامة : أتراني خلقت كلبا أو حمارا أو خنزيرا \" \"مصنف ابن أبي شيبة\" (5/282).	@USER from Sa'eed ibn al-Musayyib God's mercy: \ "Do not tell your neighbor's donkey Oh, my dog, my pig, he tells you the Day of Resurrection: Atrani created a dog or a donkey or a pig \" \ "Uncategorized Ibn Abi Shaybah \" (5/282) .	NOT
1671	اشهد له يا بيليه، اكد له يا مارادونا، تحدث عنه يا كرويف، اجبره ع الاعتراف يا بلاتينى، قل الحقيقه يا زيزو، اليس هو الافضل اليس هو الابرع اليس هو رجل للتاريخ 💙<LF>#Messi URL	I bear witness to him, Pele, said to him, Maradona, talked about, Cruyff, forcing him to recognize my p Platinum, tell the truth, O Zizou, Alice is the best Alice is Alice is a man Bra history 💙 <LF> #Messi URL	NOT
1672	RT @USER: يا منيتي يا سلا خاطري <LF>وانا أحب الاتحاد 💛 URL	RT @USER: O my mind Mnetti O Sale <LF> I love 💛 URL Union	NOT
1673	RT @USER: يا كليب شب النار يا كليب شبـه <LF>عليك شبه والحطب لـك يجابـي <LF>الوالمه يا كليـب عجّـل بصبـه<LF>والرزق عند اللي يجيب السحابي	RT @USER: O fire broke Clips O Clip semi <LF> you almost firewood you positively <LF> Aloualemh Clip O calf pouring <LF> and livelihood when Elly answer cloud	OFF
1674	RT @USER: يا مسا الخير يا اللي ما سأل عني<LF>مر. يومين ما قال الغلا وينه<LF>ما فقدني. والا ارسل قال طمني<LF>شين بعض الجفا يا ناس يا شي…	RT @USER: Oh, my goodness Massa Elly what he asked me <LF> passed. Two days and what he said Algla Linh <LF> What Vkdna. Otherwise Send Tmna said, <LF> Shane some Alajafa Ya Nas Ya Shi ...	NOT
1675	يا سيدي البائع..<LF>انا لا أملك في جيبي ايا ذهب ، ووالدي قد استشهد في حلب ، واصابع قدمي لم اعد احس بها ، وجسدي الصغير قد انهكه التعب، فهل من الممكن ان تعطيني حذائا واعطيك بدلا عنه كل العرب.هاذا ما حاولت قوله طفله قد الم بها الجوع والالم والحزن ،اسمعتم يا حكام العرب يا صانعي الفقر	Sir seller .. <LF> I do not have in my pocket whatever he went, and my father was killed in Aleppo, and the fingers of my feet have not felt promising them, small and my body has been weakened by fatigue, is it possible to give me a shoe and give you instead of him all Arab.hama what I tried saying his child had pain by hunger, pain and sorrow, Asamatm O Arab rulers, O poverty-makers	OFF
1676	الله يا الدنيا يا دندن .. قبل ما تعرفين شي عنهم والحين تهتمين لكل البوماتهم URL	O God, this world, O .. Dandan before what you know something about them, and then each of their albums URL Thtmin	NOT
1677	@USER اصل شكر عن شكر يفرق .. أما يتقالك يا برنس الليالى يا رمانة الميزان 🥰🥰يبقى لازم تكون رئيسة القسم 🙂	@USER out of thanks for thanks differentiate .. The Atqalk O Prince nights, my pomegranate balance 🥰🥰abaky needed to be head of the department 🙂	NOT
1678	احياناً مهما كان الشخص اللي بحياتك شخص سيء وبرغم تعبيره الضعيف \" انا ابيك يا تموتين يا اموت انا \" حلو مره 💕.	Sometimes no matter how the person who is bad and your life someone put it, despite the weak \ "I am your father, O DIE O die, I \" sweet time 💕.	NOT
1679	RT @USER: يا سماسيمووو يا قلبييى الف سلامه عليكى 😭😭😭😭💋😭😭😭😭😭💘💙💙💙💘💘💘❤️❤️❤️❤️💋💋💋😍🥰🥰🥰😻😻😻♥️♥️♥️💜💜💜🧡💚💕❣️💗💞💞❣️💕💖💗💗💔💛🖤💞❣️💕💕❣️🖤💖❣️💓🖤❣️💘💖💓💞🖤…	RT @USER: O Smasamowo O Qlbaay thousand Salama Aliki 😭😭😭😭💋😭😭😭😭😭💘💙💙💙💘💘💘❤️❤️❤️❤️💋💋💋😍🥰🥰🥰😻😻😻 ♥ ️ ♥ ️ ♥ ️💜💜💜🧡💚 💕❣️💗💞💞❣️💕💖💗💗💔💛🖤💞❣️💕💕❣️🖤💖❣️💓🖤❣️💘💖💓💞🖤 ...	NOT
1680	RT @USER: #الرابُ_الإسلاميُّ_منهجٌ_للتربيةِ<LF>السلامُ عليك يا نزيلَ السجون يا موسى بن جعفر URL	RT @USER: # Alrab_alasalama_menhj_llterpah <LF> Peace be upon you, O guest prisons, O Musa Bin Jaafar URL	NOT
1681	@USER @USER يا جلبي يا جلباااااي 😂😂😍😍 ايه الحاجات الحلوة دي	@USER @USER O Celebi O Jelbaaaaaa A sweet 😂😂😍😍 needs de	NOT
1682	RT @USER: @USER بعشقك يا اخونا الكبير يا محترم يا أصيل ربنا يسعدك صباااحك عسل زيك كده <LF>#صباحك_بيضحك_مع_يونس	RT @USER: @USER adore you, O my big brother, my respectable authentic Lord please you Bbaaag honey Zec Keda <LF> # Bbag_whitg_ma_eonc	NOT
1683	بالله العفريت دة داير يحكم السودان ؟؟<LF>والله يشبه صور خرج ولم يعد<LF>انت لا تمثلني الى يوم القيامة يا شيوعي يا علماني يا عميل URL	God Elf Dah Dyer ruled Sudan ?? <LF> God-like pictures came out no longer <LF> You do not represent me to the Day of Resurrection, O, O secular communist, my client URL	OFF
1684	أرجوك يا حُباً يا حُلماً ، كُن.	Please, love of my dream, be.	NOT
1685	@USER @USER خلاص يا وكيل يا اخويا انا مخاصمه 😂	@USER @USER salvation, my agent, my brotherly I wrangler 😂	NOT
1686	@USER اختباري بكره مو صعب بس بالنسبه لي تحديد مصير يا حامل يا محمول😭و ختمته و راجعته و ما زلت في رعب😭	Hate Mo @USER test is difficult for me to determine Bs fate O holder O and Mahmol😭o Qur'aan and I still reviewed by the Rab😭	NOT
1687	يا قوم يا بنو زعيق<LF>صايرين مثل الضبعه ما تتغذا الا على صيد النمور<LF>لكن معليش يا عالمي هاردلك<LF>(وطيت حصان ولا وطيت حمار )<LF>#الاتحاد_النصر	O my people, O sons of the shouts of <LF> Siren such Dabaa what Tngma only on hunting tigers <LF> but Ma'lec O global Hardlk <LF> (Tit and horse and donkey and Tit) <LF> # Alathad_nasr	OFF
1688	اه علي فكره لازم نعلم الثقافه ديه و ان الولد او البنت من سن اولي جامعه ماينفعش يقول لاي حد يا عمو او يا طنط عشان ماينفعش خالص تبقي ١٨ و بتقول عمو او طنط لحد في اواخر العشرينات<LF>في القاب تانيه لازم تعلموا يستخدموها زي يا استاذ / مدام / انسه URL	Uh Ali thought necessary know culture has, and that the boy or the girl from the age of first Mainfh University Lai says end, my Uncle or O Tnt Ashan Mainfh sincere keeps 18 and Bet'oul Uncle or Tnt limit in late twenties <LF> in titles Tanih needed learned to use them uniforms O professor / Madame / Miss URL	NOT
1689	@USER اتعلم يا متعصب يا معدوم الذمه 🤣🤣	@USER learn O fanatic O junk dhimma 🤣🤣	OFF
1690	ملعون ابوك يا التهاب يا الخليت يجي يوم علي واشرب شاي سادة🤮	Cursed Cubase O, O inflammation Alkhalit Uige day and drink tea Sadh🤮	NOT
1691	اااه يا te data يا نجسة يا نجسة يا نجسة.	AAH O te data O, O unclean unclean O unclean.	OFF
1692	@USER يا عمري يا مخك يا فيصل انشهد انك نابغه	@USER O I O O brain Faisal Anchd you whiz	NOT
1693	@USER @USER @USER يا ضفادع يا طحالب فزنا عليكم هذه السنة بعد العصر وبعد المغرب وبعد العشاء وحتى ضربات الجزاء ما فزتوا قع قع قع 💙😂😂😂😂	@USER @USER @USER O frogs O algae won you this year after the afternoon after Morocco and after dinner and even penalty kicks what Vzatoa Qa Qa Qa 💙😂😂😂😂	OFF
1694	بقى مش عارف ايه غيرني يا برئ يا حنين يا ملاك.	Remained not know A Girne O innocent O nostalgia, my angel.	NOT
1695	RT @USER: يا بياض الثلج يا طهر السحاب، يا عيون الطير يا عنق الظبي، يا حروف الحب في وسط الكتاب، يا كتاب ما تعدا مكتبي، يا سؤال ما لقينا…	RT @USER: O Snow White O Cleanse the clouds, my eyes, my neck of the bird antelope, my love letters in the middle of the book, my book what my office prepare, for you, the question of what we have been ...	NOT
1696	@USER انا اكثر وربي يااااااعمررري يا رووحي يا كل قبيلتي يا عيووني يا عافيتي يا قلبي يا كل اعضاء و كل شيء احبه 😂😂😭😭⁦❤️⁦⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩⁦♥️⁩	@USER I am more than my Lord, O Iaaaaaaamrrra Roouha, all the tribes, O Aeyona O my health, my heart, all the members and loved everything 😂😂😭😭❤️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️	NOT
1697	@USER اه فعلا بيحاول يصحصح الناس علي قد ما يقدر وكل شويه ماشي يا محمد يا محمد يا محمد يا محمد ...شهرني الصراحه فالريكوردات 😂😂	@USER really uh Bihol Asahsah people have estimated all Xue walker, O Muhammad, O Muhammad, O Muhammad, O Muhammad ... Chehrna frankness Valrikurdat 😂😂	NOT
1698	احبك وأدعمك يا ملكة يا حلوه الدنيا حلوه وانتي فيهااااا URL	I love you and support you, O Queen, O sweet world sweet Ante Vihaaaaa URL	NOT
1699	RT @USER: نطرتك أنا ندهتك أنا رسمتك على المشاوير يا هم العمر يا دمع الزهر يا مواسم العصافير🎶💖	RT @USER: Ntrtk I Ndhtk I Smtk on my walks are old, O cast tear O Alasaver🎶💖 seasons	NOT
1700	RT @USER: دعاء الرزق و الفرج : <LF>اللهم يا مسبب الأسباب يا فاتح الأبواب يا سامع الأصوات يا مجيب الدعوات يا قاضي الحاجات يارب أفرجها علي…	RT @USER: prayer and livelihood vagina: <LF> O, O reasoned causes O Light doors O hear voices O Mujibur calls, O Lord, the judge needs to ... it released	NOT
1701	RT @USER: هو الاهلي بعد الهزيمه.. مش هيبقى تاني يا مسعودي.. <LF>فشر يا روحي.. دا بقى في المركز التالت..<LF>🇦🇹😂😂😂😂 URL…	RT @USER: is Al-Ahli after the defeat .. Mesh Hibaki Tani O Messaoudi .. <LF> O my soul .. Fisher remained in the center da Altalt .. <LF> 🇦🇹😂😂😂😂 URL ...	NOT
1702	@USER يا زيد يا مروح فكنا باليز 🤬	@USER O Zaid O fan So we were Palese 🤬	NOT
1703	@USER يا قمر ليلى .. يا ظل نهاري يا حبي .. يا أيامي الهنية	@USER Ya Amar Ya Leila .. With daytime my love .. Oh my days Hinah	NOT
1704	@USER يا حبني لكم يا اهل مكه 😘	@USER you love me, O, O people of Mecca 😘	NOT
1705	RT @USER: اللهم يا قاضي الحاجات .. يا كاشف الكربات .. يا مجيب الدعوات .. يا غافر الزلات .. عافنا واعف عنا .. فرج همومنا واشرح صدورنا…	RT @USER: Oh God, O judge needs .. O .. O detector Carpathia Mujibur calls .. O .. Ghafir gaffes and Aava us feel disgusted .. Faraj our concerns and explain our chests ...	NOT
1706	@USER يا سبحان الله يا سبحان الله ابي اعرف ايش الشي اللذيذ ولا المميز فيه سحالي بريه تعيش في الصحراء والحمدلله الخير والنعمة فائض ويرمى في الزبايل واللحوم أنواع وأشكال	@USER O Praise God, Hallelujah I know my father Ashe thing tasty nor the distinctive lizards pres live in the desert and praise be to Allah and good grace surplus and thrown in Zubaal meat types and forms	NOT
1707	RT @USER: روح قوله يا قمر فاكرنا ولا ناسي ناسينا ولا فاكر ليالي السهر روح قوله يا قمر ولا انت يا قمر أتعلمت القساوه و بقيت زي حبيبي بتنس…	RT @USER: the spirit of saying, O moon Fakerna nor Nasi Nasena nor Faker sleepless nights, my spirit as saying the moon is not the moon you, O Otalmt hardiness and stayed darling outfit Btens ...	NOT
1708	يا دمعتي يا مونساني في وحدتي 👏🏻	O Dmotai O Monsana in two 👏🏻	NOT
1709	اه يا اوباما يا ابن الشرموطة مش عارف اهدي 😂	Uh oh Obama, son of a bitch do not know Dedicate 😂	OFF
1710	RT @USER: بيتروفيتش يا اسد يا ضرغام يا هزبر اجلدددددددددددددددددددددددددددد<LF>#الاتحاد_النصر URL	RT @USER: Petrovich O Lion O lion O Hsber Ajldddddddddddddddddddddddddddd <LF> # Alathad_nasr URL	NOT
1711	@USER علك ما تقوم شلل ربعاي يشلك ما تعرف تروح الحمام تعملها تحتك يا وهف يا انجس خلق الله يا واطي يا منحط لعنة الله عليك يا نكرة	@USER Perhaps what you Ravaa paralysis Ichlk know what Trouh pigeons do them under you, O OHV O God created you, Angus Low O TWILIGHT God curse you, O nonperson	OFF
1712	RT @USER: تبقين بقلبي عمر يا عمري الثاني ، يا ألذْ مخلوقه شفتها وحبها قلبي 🖤. URL	RT @USER: Tbakan my heart, O Omar Omri II, my tastiest creature and love my heart lip 🖤. URL	NOT
1713	عل الثالث يا بجم يا ابن البجم يا صنم يا ابن الصنم 😂	Third Bjm Al O, O son of Abajm O fetish, son idol 😂	OFF
1714	RT @USER: @USER @USER @USER اللهمَّ، يا ذا الجلال والإكرام، يا حي، يا قيوم، احفظ العقيد علاء عناسوة وأهله…	RT @USER: @USER @USER @USER O, O The glory and honor, my neighborhood, my Qayum, save Colonel Alaa Anasoh and his family ...	NOT
1715	RT @USER: أنا للأسف ما عنديش أوبشن الوسط دة، يا بقرّب أوى يا ببعِد أوى، يا أبقى مُهتم اوي يا أما يبقى عندي لامبالاه خالص	RT @USER: I unfortunately what Andah OptionNew center Dah, O, O near the shelter dimension of shelter you, stay interested in Levi O but remains my sincere apathy	NOT
1716	RT @USER: يا كامل الزين يا شيخ المزايينِ URL	RT @USER: O full Zein O Sheikh Almzaien URL	NOT
1717	شكلها اشتغالة كبييرة يا وااد يا مسلم خد حذرك اوااد عشان الناس بقت وحشة جدا... — يعم عادي معدتش حاجه تفرق😂😂💔 URL	O shape he quit Kpaarh confirmed O Muslim cheek DISCRETION Awaad Ashan people remained very dreariness ... - Normal Madech need Tafrq😂😂💔 URL prevail	NOT
1718	يا حبي لك يا بوقبا يا افضل لاعب وسط بالعالم 🖤😍🔥 URL	O my love for you, O Bokabba O best midfielder in the world 🖤😍🔥 URL	NOT
1719	@USER يا ودي إمهأ 💔☹، ع خبر قالوا خلاص بننهوها يا احني يا هوا ، مره هدي حرب بقاء😣	Woody @USER O mother 💔☹, p said news of salvation Benninhoha O, O bow Hua, once the guidance of war Baka😣	NOT
1720	@USER وانت مال اهلك يا سمج يا للى بتتخن على السب وقلة والادب ما تخليك فى حالك دا لما الواحد يحب يشتمك يقولك يا مشجع نادى البوابييييييين المختلط قلالات الادب ياللى كبيركم مرتضى وده كفاية عليك	@USER you money perish with you, O lumpish Li on Pttakn insults and lack of literature and what are you doing in da relinquish what one loves Eshetmk tells you, O fan club mixed Albwabaeyeeyen Qlalat literature Yally Kbergm Murtaza affection adequacy you	OFF
1721	@USER 😲😲😲😲😲😲😲😲😲😲😲 يا مصيبتي يا مصيبتي علي الفضايح ده باسيل ده طلع مافيا مش فاسد يخرب بيته	@USER 😲😲😲😲😲😲😲😲😲😲😲 O calamity O calamity to Alvzaih de Basil de mafia came mesh corrupt destroy his house	OFF
1722	@USER @USER أحلى فنان فلسطيني غزواي يسعدلي إياك ربي و يحميك يا طيوب يا غالي يا متواضع يا حباب أحلى محمد بالكون كلو 😍😍😍😘😘😘⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩⁦🇵🇸⁩<LF>@USER	@USER @USER sweeter Palestinian artist Gzoaa Asaadla beware my Lord and protect you, O Tiob Ghali O, O, O humble Habbab sweeter Mohammed Balcon Chloe 😍😍😍😘😘😘🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 🇵🇸 <LF> @USER	NOT
1723	RT @USER: #الراحل_سعد_بن_جدلان<LF>يا حلو مدري يا حبيبي؛ يا حبيبي يا حلـو<LF>من باب دافع الاشتياق اللي تبي منها اختره<LF>اي والله احبك وصايب…	RT @USER: # Alrahal_saad_bn_jdlan <LF> Oh my darling sweet earners; Ya Habibi Ya Sweet <LF> defended the door of longing who Etbi them choose it <LF> ie God love you and Saib ...	NOT
1724	قوم يا ماني يا خول اعمل شاي لصلاح فخر العرب الحقيقي	O people, O Mani authorized to do tea goodness real pride of the Arabs	OFF
1725	RT @USER: يا اول مواعيدي يا اخر مواعيدي<LF>انتي فرح عمري وجرحي وتنهيدي ~ URL	RT @USER: my first, my last my itinerary my itinerary <LF> Ante joy of my life and my wound and Tnhida ~ URL	NOT
1726	RT @USER: يا حبذا يا حبايب قلبي تعملو منشن لكل شخص ممكن يساهم بكلمة مفيدة و نخلي نيتنا اننا نعمل (كارما) حنونة تساعد كل (بريء) وقع في (…	RT @USER: I would love you, my heart Habayeb Tamilo possible for each person Munchen contributes a useful word and intention that we are working disclaim (karma) help each loving (innocent) occurred in (...	NOT
1727	وعيوننا من الشوق زادت تباكي <LF>ما كفانا يا جارة يا جارة عذااب معاكي 🎶	The eyes of longing increased snivel <LF> What Enough of my neighbor, my neighbor Amaab Ma'aaky 🎶	NOT
1728	@USER @USER يا استاذ على يا استاذ المعلقين <LF>علم احمد التعليق مش التلقيح <LF>هو بلدياتنا من فاقوس شرقيه لكن كان بيلقح كلام مكانش بيعلق على دور ٨ أفريقيا	@USER @USER O professor on my professor commentators <LF> Ahmed Alam comment Mesh insemination <LF> is Bldiatna of Oriental but it was Faqous Baqah words on the role Mcanc Abielq 8 Africa	NOT
1729	كسى يا كسى يا شمعه منوره URL	O, O cladding cladding a candle illuminating URL	OFF
1730	انا حاولت كتير اتصور ميرور سيلفي و بيطلع شكلي زي الخرا يا بختكوا يا شباب و الله ⁦☹️⁩	I tried to imagine Kteer Mirror sealife and Bitla configurable O-Z Khera Bouktkoa Hey guys, and God ☹️	OFF
1731	RT @USER: يا تحصيلي يا ملعون مانمت عشانك	RT @USER: O my achievement, Cursed Manmt Ahank	OFF
1732	.. <LF>و على ذاك المودمي يا لهفتي يا ناه <LF>لعنبو حبّه تمركز في حشاي ..💛🙊	.. <LF> and on that Modma O Hvta O Naa <LF> to love Nbo concentration in Hachaa ..💛🙊	NOT
